uniprot,gene_name
Q4U109,Relb
R4GML3,Cntrl
I7HIQ5,Ubxn11
Q1RMY1,Or4f56
Q3TKP3,Atxn10
Q3UT27,Abcb5
A7XUT9,Kcnq5
E3VRY7,Kcnma1
H3BLI6,Atp2c1
Q501P3,Secisbp2l
Q571G5,Zc3h6
Q5XW54,Daxx
Q8CDD1,4933427D06Rik
A0A087WPT1,Bap1
A0A087WS48,Bzw1
D6RCX6,Edc3
H3BK71,Ppp1r42
Q61484,Ahnak
Q7TMJ0,Mbd6
Q7TS31,Olfr214
Q8BSI4,Gpc6
Q8BYA2,Arid4a
Q8C3D0,Gpr158
Q8C5F2,Zbtb37
Q8CJ39,Gabrab2
Q8K4A8,Pcdhgb2
R4GML7,Kif28
A0A494BBC1,Dpp3
A0A494BA67,Arap3
A0A494BAQ2,Nfkb2
A0A338P697,Yeats2
A0A338P707,Mix23
A0A1L1SSQ2,Pomgnt2
A0A1L1SUS8,Cep63
A0A1Y7VK80,Eif1ad12
A0A1Y7VNT1,Habp4
A0A1Y7VNZ0,Dcaf4
A0A1W2P7S6,Ncoa1
A2A8Y5,Oscp1
D6RHK6,Dcun1d4
G8JL41,Rabepk
O88594,Myc
Q69ZQ3,Scn3b
Q9D574,Bltp3b
Q9D7R3,Lipn
Q9DC38,Gm7008
Q9EQK2,Zfp120
Q9Z2V0,Sptbn1
Z4YJN4,Cby3
A8Y5M6,Ccdc163
D6RFN8,Mtmr14
D6RJ19,Cdkal1
F6XBP4,Actmap
F8VPV8,Ttc41
Q69ZA4,Myo15b
Q80TQ9,Ahcyl2
A0A0A6YWL2,Ighv3-3
A0A0A6YX18,Atp6v1h
A0A0A6YXC4,Traf5
A2A545,Cacnb1
A2A7I0,Zfp978
A2A8E7,Cpt2
A2AF82,Ahsa2
B7ZBY4,Nol12
D6RDR3,Dgkz
F6V328,Ggt1
F6VRS2,Rad9b
F6YPR4,Axl
F6ZFP8,Scly
Q5ND24,Slc43a2
A1Y9B0,Fasl
A2AVV7,Capn3
A2AW64,Zfp972
A6PWK9,Atrx
B5A5B0,Tpsab1
F2WWK5,Fads2
F2Z475,Morn1
F6VCY0,Ndufb8
F6WKY8,Pld1
F6Y6G7,Myo15b
F6Z3M4,Grik1
F6ZVF2,Gm2174
J3QPR7,Clec10a
Q3UK50,Cd48
Q5F284,Plscr3
A0A6I8MWW7,Lmx1b
A0AAG1GKN4,LOC665755
A0A2R8VHP2,Naprt
A0A1D5RLD2,Agap1
A0A1D5RLV5,Spata33
A0A2Z4SY11,H2-Eb1
A0A1L1SR74,Ccdc33
A0A1L1SRP9,Pcbp4
A0A1L1ST53,Tpd52l1
A0A1L1SUZ1,Pomgnt2
A0A494B9B6,Ccdc85b
A0A494BA17,Gpr137
A0A494BAB6,Psmb8
A0A494BAU9,Ecscr
A0A2R8VHS8,Tmem106c
A0A2Z4SWU3,H2-Ab1
A0A338P6A9,Med15
A0A338P6P1,Pigz
A0A338P6S6,Grm4
A0A3B2WAR2,Vmn2r73
A0A3B2WBA9,Vmn2r88
A0A1W2P794,Sppl2b
A0A1W2P8G3,Pwp1
A0A1Y7VK14,Lrrc74a
A0A1Y7VLA8,Ncapg2
A0A1Y7VN58,Pacs2
A0A1Y7VP61,Zc3h14
A0A1X7SB67,Prdm4
A0A087WQ95,Clasp1
A5CVE4,Stim2
D3YV41,Atp13a5
D3YV76,Septin2
Q3U3A9,Ppp1r18
Q3U5T0,Oit3
Q69ZF0,mKIAA1611
Q6P9L9,Eef2
Q8BUS7,Fggy
Q8C3C9,Aldh3a2
Q8CD57,Fadd
Q9CY49,Tbl2
Q9ET42,Tacc3
D3YTU3,Riox2
D3YVT3,Fam81a
D3YVX2,Ccdc7a
D3YWU5,Ins2
D3YXM0,Sirpb1c
D3Z4K4,Pgap2
D3Z4X7,Arl10
F8WJB9,Evl
Q3U254,Emilin1
Q3UNA0,Hoxa5
Q6P8I7,Ogdh
Q6PD33,2610005L07Rik
Q8C8N0,Itpr1
B7ZCF1,Psmc3
H3BJ47,Cntrob
Q60951,Ybx1
Q6A077,Myo6
Q6ZPF8,Ears2
Q6ZZB3,H2Aa
Q9CTU8,Smarca2
Q14BY7,Rims3
A5YMZ7,COXI
Q5F2I0,IgG1 anti-TS1 VL
S4R2P0,Slc35b4
S4R2Q5,Safb
Q5DTP6,Plppr3
Q91XI9,Elavl2
A0A0G2JDS4,Gatad1
A0A0G2JE01,Gm21663
A0A0G2JED9,Rap1a
A0A0G2JF67,Pde5a
A0A0G2JGW4,Prpf38b
A0A0G3VLX9,Trpv1
A0AAQ4VMR4,Fam178b
A0A5F8MP99,Macf1
A0A5F8MPT5,Mroh4
A0A571BDH3,Zfp869
A0A571BEZ4,Dlg2
A0A3B2W7K7,Brpf3
A0A3B2W864,Gm49804
A0A3B2WD06,Stk38
A0A3Q4EBK4,Bin1
A0A1W2P7J4,Atad2b
A0A1W2P7P8,Sppl2b
A0A3Q4EG75,Vmn2r120
A0A1B0GRN6,Tulp2
A0A1B0GRN8,Prrg2
E9QN38,Shisa9
Q2TJI9,Pcdh1
Q6NS55,Pitpnm2
Q8C757,2310067E19Rik
Q8C8W6,Six3os1
Q8JZT4,Gnai2
A2A5R5,Znfx1
A2ADM8,Zfp831
A2AG68,Atp7a
B1AQA9,Krtap4-9
E0CXH4,Cmbl
E9PYA6,Arel1
E9QQ90,Tcf7l2
F6QK97,Polr3c
F6S1B5,Adam5
G3UWZ2,Coro2b
G3UYL6,Gstt3
H7BX44,Cdc42bpa
Q3U4T7,Slbp
Q3URF1,Synpo
Q3UZ60,Pax1
Q3UZD9,Eif4g1
A0A087WRC0,Tpp2
B9EKX7,Zfp957
E9PV05,Sp140l1
E9Q8M5,Zc3h7a
G3UWK5,Svopl
G3UX71,Gstt3
G3UZF0,Usp3
G3UZQ2,Esrra
Q3TN91,Abca3
Q3TTM2,Ubxn10
Q3TYA7,Dlx5
Q3TZE2,Adam11
Q3U1R3,Adam8
Q3U331,Vat1
Q3U6X9,Laptm5
Q3UF21,Apoe
Q3UFS2,Ubxn4
Q3UKE7,Hmgcs1
Q3UPI8,Slc6a6
Q3V268,Kat8
E9Q3W5,Cybc1
E9Q494,Thrap3
Q3TJ10,Adpgk
Q3TN62,Nadk
Q3UPZ6,E030037K01Rik
G5E880,Irag2
Q3T9C7,Extl1
Q3TDL0,Cops7b
A2A9I2,Skint11
E9QLW8,Dmkn
H7BWX9,Sumo2
Q3TKB4,Dguok
Q3V2M8,Cux1
Q571F4,Ikzf1
Q80U82,Syt11
Q8BY26,Rfc3
Q9CRG4,Tbc1d15
A0A087WPX8,Prr29
A0A087WQY6,Stk25
A0A0A0MQE7,Cysrt1
Q05C56,Add3
Q64247,Zfp101
Q6V956,Aox3
Q8BM01,Mdfic
Q8C2E5,Lat
Q8C6E3,Cat
Q8C8M9,Ttc5
Q8CDB3,Cd28
Q8CEB1,Entpd1
Q8CF08,As3mt
Q8CHA0,Tanc1
Q8K335,Grwd1
Q99JP1,Adamts8
A0A087WNM0,Kif1a
A0A087WSG3,Gm28269
D3Z452,Tcp10b
D3Z4W0,Rgma
Q3TMP7,Rsph9
Q5XK22,Ace
Q7TRS7,Olfr547
Q8BMJ5,P2ry1
Q9CRP0,Prrc2a
Q9CTQ4,Upf3a
A0A494B8X5,Bbs1
A0A494B9Q3,Pgap6
A0A494B9U5,Pde9a
A0A494BB47,Mrpl28
A0A2Z4SYL9,H2-Eb1
A0A338P7A5,Zbtb21
A0A2I3BQW0,Asxl1
A0A2L2P595,Dlg2
A0A5F8MQ75,Ipo8
A0A5F8MPT6,Cgn
A0A3B2W486,Def6
A0A3B2W837,Vapa
A0A3B2WCK1,Vmn2r110
A0A3B2WCZ5,Vmn2r73
A0A3B2WDD2,Rpl10a
A0A286YDR4,Plekhs1
A0A286YE32,Spire1
A0A2I3BPH0,Tatdn1
A0A2I3BQ59,Klf10
A0A0N4SV39,Mtmr14
A0A0N4SW22,Itpr1
A0A0N4SVY3,Pianp
A0A0N4SW99,Gadd45a
A0A0R4J1V7,Crem
A0A140D4A5,env
A0A140LI28,Fam81b
A0A140LJ37,Nap1l4
A0A1D5RM75,Cdk10
A2ALV8,Ecpas
D6RDC6,Gtpbp3
D6RET5,Bmpr1b
D6RH79,Slc25a36
D6RI21,Abhd12
E0CYX6,Hs2st1
Q8CCY8,Thoc2
Q9D861,Prrx1
S4R1Z4,Ano4
S4R2I5,Ccnd3
A2AC19,Suv39h1
A2AF85,1700093K21Rik
B8JJE5,Rreb1
D6RGT9,Mindy3
F6U529,Gls
F7BQ55,Grip2
F7BTP0,Nhej1
F7CPY7,Apex2
Q3UXN3,Cars1
Q6A0C9,Ap2m1
Q8HWL1,H2-Q10
A0A0A6YX15,Susd4
A0A0A6YXF4,Naa15
A0A0A6YY57,Fmn2
B1AVH5,Coro2a
B2RTG1,Thsd4
F2Z466,Med7
F6YMV1,Amot
F7BUM8,Zfp953
F7C9H0,Postn
F7D0H8,Mpdz
Q4GX45,Paox
Q54AJ5,Alcam
Q5NCI3,Polm
Q5NCJ5,Rapgef6
A0A1B0GSP2,Cars2
L7MU83,Btbd35f18
Q0VAV5,Rasal2
Q3UJL0,Gnl2
Q5M8T7,Neurod6
Q8BNN6,Cbln3
A0A8Z1SL50,Renbp
A0A0A6YWJ2,Map4k4
A2BFU4,Gm14403
D3YYI6,Aff3
D3Z4L5,Mfn1
Q147Z1,Cfap52
Q6KAM0,Ubxn6
Q6NXV8,Csf1r
D3YYE0,Gfpt1
F8WIS0,Ccr9
F8WJ78,Ergic2
Q149E8,Zfp81
Q3TCT9,Rab5c
Q9D323,Stat1
H3BKH3,Satb2
H3BL02,Wnt16
H3BJM0,Gfi1
H3BK66,Wdr37
H3BKJ8,Aldh18a1
H3BLF9,Arhgef2
Q45FE4,Rgs7
S4R1W6,Mavs
S4R207,Synj2
C9VZF3,Pfkfb4
Q14BM5,Nphp3
Q14CE2,Bcas1
Q5HZG6,Psmd1
Q8BSM3,Ebf1
Q3B876,Or51e1
Q6W055,Olfr576
A0A0G2JEA3,Ltf
A0A0G2JET0,Fbxw15
A0A0G2JEY9,Syde2
A0A0G2JFJ3,Abcb8
A0A0G2JG58,Cenpe
A0A5F8MPJ2,Sorbs1
A0A3Q4EBV9,Cmtr1
A0A3Q4EIE2,Cmtr1
A0A2R8VJZ1,Nr4a1
A0A2Z4SYC2,H2-Aa
A0A2Z4T3Y0,H2-K1
A0A1D5RLX7,Psme3ip1
A0A2R8W6S2,Csnk1e
A0A1D5RLY7,Ankar
A0A1L1SS97,Iqcf1
A0A1L1SUL0,Zfp810
A0PK70,Or56b2
E0CXV4,Slc16a13
F6Q609,Cct3
F6QPF7,Pigx
F6QRS4,Ralgds
A0A087WQJ9,Ccdc179
A2RSL0,Tmprss5
B7ZNA4,Abca7
E9PZF7,Slc25a53
E9Q6E5,Srsf11
E9Q6L4,Tbc1d1
E9Q8G6,Rabl2
G3UZ05,Skic2
G3X8V6,Osmr
G3X9K0,Lpar5
Q3TN28,Xrcc1
Q3U5E7,Rara
Q3UEY0,Decr2
Q3UNK7,Adam17
Q3UNN2,Cd44
Q3UQU6,Asxl2
Q3UXC7,Mid1
Q3UYC3,Mapk8ip3
B7ZMP7,Grm5
E9PUD7,Tpgs2
E9PZF5,Anp32e
E9Q2T3,Tnxb
E9Q448,Tpm1
G3UWB8,S100a7l2
G3UXK5,Bicd1
G3X9T7,Lgals9
G5E8J8,Wiz
Q3TA91,Surf2
Q3TQM2,Zfp638
Q3TSU6,Gfm2
Q3TUP8,Vti1b
Q3TYV1,Mepe
Q3U0Q9,Tns1
Q3U2X9,Sorl1
Q3U6A2,Rbm14
B7ZMS3,Psma8
B7ZP07,Usp17lf
B7ZP22,Hnrnpa2b1
Q3TIX8,Cct6a
Q3TK17,Eef2
Q3TLU8,Ptcd1
Q3TP83,Lox
Q3U1C5,Tsc22d2
E3VX19,Xpr1
F6RUI8,Maskbp3
F6RXI4,Cspg4b
F6SLL0,Plcg1
J3JS24,Mgat1
Q548K2,Adh7
Q8C8F4,Scyl3
Q8CB11,Gm10129
W8W3Q4,Mgrg16
F6T5L3,Atxn3
I6ZHM2,Nanos2
Q3U6A3,Cd14
Q4VAF0,Acyp1
Q8BQ58,Gm19654
Q8CEX3,Brix1
Q8CHR0,Zfp185
Q8R3K0,Sdccag8
Q9CWZ5,Ddx21
A0A087WR00,Bok
A0A087WS54,Ilkap
A0A087WSD3,Dnpep
A0A0A0MQF7,1700025G04Rik
A0A0A6YWG7,Rapgef2
D3YTU7,Sike1
D3YUD1,Lpgat1
D3Z4K7,Usp5
D3Z5A3,Paqr7
H3BL69,Ube2e2
Q3TX40,Ccng1
Q5XQL6,H2-Aa
Q6PDB8,Igh
Q7TPC5,Tlr6
Q80XR9,Rsrc1
Q8C423,Dab1
Q8CEU3,Cd24a
Q99KB0,Ppp1r10
Q9CVV1,Chrne
Q9ER40,Trp53
A3R3Q8,CYTB
D3YTL4,Tnni1
D3YUT9,Gm42674
D3YVN1,Actl6a
D3YZA7,Pdxdc1
D3YZU8,Rbbp6
D3Z0W3,Zfp648
D3Z4W4,Slc26a1
D3Z6T7,Il33
D3Z6W6,Pde7a
Q0PD42,Rab13
Q3US77,Or10ad1
Q6P1C9,Sema5a
Q6PE61,Frmd4b
Q7TPR2,Wnk1
Q8VCJ7,Phf3
A0A494BA68,Kat5
A0A494B929,Pias2
A0A494B9C3,Vps13a
A0A494BAJ0,Pde9a
A0A494BAK0,Ndfip1
A0A2I3BRN4,Or5d45
A0A2R8W6J9,Upp2
A0A0N4SUV5,Itfg2
A0A0J9YUP9,Tcf4
A0A140LHA2,Bub3
A0A140LIY4,Slco2b1
Q9CVW8,1700022F17Rik
Q9CXD8,Egfem1
Q9JHU1,Palmd
B3V097,Cstf2
D6RFN2,Eif2a
D6RG80,Tmtc1
D6RGN1,Slc22a18
D6RI28,Cnpy3
D6RJ68,Fhl3
Q3TZJ9,Ppm1d
Q9CS69,Sltm
Q9CZV0,Hoxb5
Q9D4S5,4930564C03Rik
A2A6D9,Cdk5rap3
A2ATP5,Myef2
A2AWE9,Ptpa
A6PWP8,Madd
F6WNS2,Stk11
F6XVL5,Tox2
Q05D13,Maco1
A0A0A6YVY0,Trbj1-1
A3KGH5,Rmdn3
B2FDH2,Pbx3
F6WF36,Map7d1
F6Z4F8,Mthfr
F7CWH3,Ip6k1
J3QJW9,Oaz2
Q3UIZ1,Ugdh
A0A6C0WZK9,Krt75
A0A3B2W896,Vmn2r42
A0A3B2WCE4,Vmn2r59
A0A3Q4ECA8,Sh2d6
A0A3Q4EGT0,Commd10
A0A494BAC4,Capn1
A0A494BAS1,Atp6v0e
A0A494BBJ5,Malt1
A0A2Z4SXA1,H2-Eb1
A0A338P6P2,Yeats2
A0A3B2WB67,Vmn2r18
G3X8T3,Ctsa
A0A1S6GWJ5,Ints2
A0A1W2P6S5,Grik2
A0A1Y7VNJ8,Erap1
A0A1W2P6L7,Ldah
A0A075B652,Trav5-4
F8WIE1,Man2c1
Q80XK9,Serhl
Q810B1,Mrpl43
H3BIZ0,Pou6f2
H3BJ67,Evi5l
H3BJQ1,Peg10
Q571K3,Lrp5
Q9CZ08,Gcat
Q8BKL7,Zfp324
Q8CA43,A330084C13Rik
Q9TP15,Rmcs5
A0A0U1RPR4,Cd2bp2
A0A0G2JDI0,Mvk
A0A0G2JDJ8,Igkv7-33
A0A0G2JDL8,Asphd2
A0A0G2JE38,Mef2c
A0A0G2JEK8,Cgn
A0A0G2JER6,Agap3
A0A0G2JFD7,Traj3
A0A0G2JGA6,Kcnq2
A0A0H2UKB8,Usp33
A0A0N4SUJ9,Klrd1
A0A6Q6RNR6,1190005I06Rik
A0A571BDT1,Cacna1d
A0A571BE33,Vwa3b
A0A338P6R9,Csf2rb
A0A338P6T0,Vmn2r95
A0A338P736,Mapk1
A0A3B2WAS4,Mapk13
A0A1D5RLM8,Efcab3
A0A1L1M1J8,Kcnh1
A0A1L1SRC6,Matcap2
A0A1L1SSH0,Sc5d
A0A1L1STN5,Mrpl4
A0A0B4J1L1,Ahr
A0A1B0GS05,Ccdc196
A0A1B0GS25,Tubgcp2
E9QNU3,Dgcr2
Q8C5A6,Eddm13
Q8C697,Acacb
A2AE44,Atxn7l2
B9EIV6,Pram1
E9PW61,Vmn2r50
E9PWM5,Uimc1
E9PZ50,Tdrd6
E9PZL5,Oxnad1
E9Q242,Adsl
E9Q509,Pklr
F6S054,Mtss2
F6SFF5,Coq9
L7N266,Zscan4f
Q3TZB2,Bmp8a
Q3UYF4,Podxl
Q3UYW7,Bms1
Q3V056,Pkd2l2
Q6A0D8,Pop1
E9PUZ8,C4bp
E9Q0R0,Bbs7
E9Q3Z4,Hk3
E9Q777,Akap11
E9Q7C1,Med15
E9Q7S8,Vmn2r22
E9Q8K6,Ncor1
E9QAD1,Nrip2
G3X8R0,Reep5
G3X989,Utp23
G3X9E0,Ankrd45
G3X9K1,Nnat
Q3T9U6,Fance
Q3U1X4,Csf1r
Q3UMW5,Hunk
Q3UYC1,Mvd
Q3V3X9,Fam120c
B2RQN9,Satl1
B7ZMT3,Unc5d
B7ZP40,Cntnap5b
B7ZP49,Zpbp
B9EIZ0,Gab3
G5E8U8,Mrps10
G5E8V8,Phax
G5E8Y4,Vmn2r86
Q3TEL9,Ptpn22
Q3TV15,Sult1d1
Q3TV43,Ccng1
B1AW92,Pacsin3
F6UK53,Tex16
Q4VA13,Zfp980
Q6P568,Hps4
Q8BWS8,AI182371
A0A087WQT4,Tardbp
E9QM90,Relch
F6T836,Arhgap26
Q3UXG8,Rtf1
Q5XK18,Pgp
Q80U79,Ckap5
Q8BXH1,Plcb4
Q8C5F4,Hmgcs1
Q8C9R7,4930523C07Rik
Q8CG25,Zfp413
Q91ZQ8,Nbr1
Q9CUI8,Adam26b
A0A087WNX4,Slco5a1
A0A0A6YWV5,Qrich1
C7B5Q0,Sox9
D3YTM9,Gm6569
D3YWL1,Rab3d
D3YXS3,D930020B18Rik
D3Z0T8,Dnajc28
D3Z0U8,Smgc
D3Z2G5,Cnot6l
D3Z473,Nr3c2
D3Z6H6,Tmem219
D3Z7S5,Tmem208
O88261,Zfp420
Q05CM5,Eif5
Q3UPN5,Tlr12
Q61229,Tap2
Q6NXZ0,Dpp3
Q6P556,BC024139
Q7TMU4,Fosl1
Q8BJ40,Gm6498
Q8C062,Lrrfip2
Q9QWU8,Or13a18
A9YZW8,Rassf1
C9K0Z0,Gria2
V9GXR9,Smim5
A0A8V5KX64,Vmn2r91
A0A7D6VWQ9,Crb1
A0A494B9R4,Lcor
A0A494B9X7,Ndst1
A0AAQ4VMX0,Pmepa1
A0A5F8MQ53,Lpin1
A0A1S6GWI9,Lrpap1
A0A1W2P6H4,Pofut2
A0A1W2P7J9,Gstt2
A0A1W2P7M2,Zdhhc17
A0A1Y7VLK2,Eif5
A0AAA9WW41,Tekt4
A0A3B2WCV8,Vmn2r15
A0A3Q4EGJ0,Zfp81
A0A286YCT4,Ssr1
A0A0J9YTS5,Tbx5
A0A0J9YV27,Polr1d
A0A0J9YVB6,Rassf6
G3X8Z6,Rfc1
A0A0R4J0Z0,Gtpbp6
A0A140LIG5,Eed
A0A140T8U2,Cenps
A0A1B0GSV3,Ddhd2
A0A1D5RMI0,Ciao2b
A0A1D5RMN2,Gipc1
Q8C961,Ncoa2
Q9ESY2,Pfkfb3
A0A075B674,Ighv1-78
Q69ZB9,Sema4c
Q80TK6,mKIAA1086
Q8VC27,Nfkbib
Q8VDR4,Zdhhc14
Q9DAR8,1700001E04Rik
D6REF2,Stag1
D6REU0,Mindy3
D6RFU8,Siglech
D6RGR0,Capn10
D6RI88,Gls2
Q5NCU0,Glra1
A0A0A6YWF8,Sirpb1b
A0A0A6YXJ2,Iqgap3
A2A842,Epb41
A2AIR2,Rnf20
A2AKI0,Stard9
A2ALS2,Rap1gap
A2BFB1,Mlx
B1ASP3,Jak1
B1AXT0,Nono
B2RY26,Myh7
F6UG16,Rps6ka3
F6W0B3,Hoxb8
F6ZWT0,Sorbs2
F7CBJ9,Ssh1
F7CNH0,Trmu
F7D2T2,Mpped1
A3KFU8,Pabpc4
Q8BK88,Sec62
Q8C9E2,Hdgfl3
Q9R1F9,Psg23
A0A3B2WD11,Rpl7l1
A0A1W2P6J6,Dapk3
F8WHG0,Sytl3
Q3UFQ7,Tyr
Q4QQN2,Macf1
Q5R1C6,TRAV13-2
B7ZWB3,Skap1
H3BKK0,Aldh18a1
H3BLG7,Elavl2
H3BJ49,Cers5
H3BLD0,Atpaf1
Q2NL50,Syne1
Q31193,H2-K1
Q80V54,Vwce
S4R257,Gapdh
A0PJB8,Macroh2a2
A7E1Z2,Ttll9
K7N5W1,Vmn2r30
Q18PH1,Slamf8
Q588F7,Klra17
Q7TNF6,Btbd2
Q8BNT4,Casp3
Q8C7N4,Zc3h7a
S4R215,Dgki
S4R2F7,Rbm25
A0A0U1RQ20,Pycard
A0A452J8C7,Colec12
A1A4A7,Pgam5
Q3KPC8,Or10aa3
Q8BRL8,Pcdhb7
A0A087WQV8,Adgrb1
A0A0G2JE46,Hax1
A0A0G2JFF1,Ppp1cc
A0A0G2JFL4,Hnrnpd
A0A0G2JFN0,Traj42
A0A0G2YDK5,Arnt
A0A0N4SUT9,Brpf1
A0A0N4SVD5,Or6b1
A0A7N9VSI3,Tmem134
A0A286YDK1,Fst
A0A286YDQ9,2210408I21Rik
A0A286YDY3,Neil2
E0CY49,Asl
E0CYC3,Fancc
E0CYJ2,Dab2
Q8CC13,Ap1b1
Q8K2Y1,Rev3l
Q8R5M6,Cacna1a
Q8VED0,Mmut
Q91VS5,Mri1
Q91WU7,Itih1
Q9CYN8,Use1
Q9R1Y9,Elf3
Z4YJE9,Qtrt2
A2ALP5,Fgd1
B7ZNV2,Gli3
D6RDT6,Anapc4
D6RFV6,Zdhhc3
D6RFV9,Cfap69
D6RG81,Ttc7
D6RI38,Eif2b1
D6RI64,1110004F10Rik
Q7TQK3,Trub1
A0A0A6YW57,Exosc2
A0A0A6YXM8,Kel
A0A0A6YY69,Ighv2-5
A3KFY1,Col8a2
B1AQ57,Atp7b
B1AR93,Ccdc47
B1ARB3,Pecam1
B2KGF7,Erbb4
F6TWQ1,Unkl
F6UKR5,Nup54
F6YHE5,Ablim1
F7CAM6,Slc1a2
F7CPA3,Slc27a3
J3QPM6,D430019H16Rik
J3QQ01,Gm21992
Q4JFI9,CGM7
A0A0A0MQN4,Atg7
A0A0A6YXC1,Sema3b
A0A1B0GRS7,Trak1
A0A1B0GS39,Rassf7
A0A1B0GT94,Sorcs1
A0S0D8,Hipk1
A2AC29,Ebp
B1ASA1,Phc2
D3YVF6,Acsl1
F6ZQ53,Tsbp1
Q3UTW6,Ebf1
Q5SS03,Nsg2
Q925J2,Pkd1
A2AFK9,Tbc1d16
E0CXK8,Ppp4r1
E9PY03,Tstd1
E9Q0K5,Vmn2r63
E9Q6J6,Psg20
F6QCP8,Ace
G3UVW7,Zfp40
G3UYZ7,Mterf3
G3X9B7,Npas2
H8ZX62,Sry
L7N2B8,Vmn2r61
Q3U3Q7,Ace
Q3U6X2,Hnrnpk
Q3UJW4,Rnf113a1
Q3UNB9,Steap1
Q3UUI7,Zfp446
A0A2I3BQ43,Dgkh
A0AAG1F6P4,Usp24
A0A2R8VHC6,Tcf20
A0A2R8VHJ1,Pdgfb
A0A2R8VHL6,Rhebl1
A0A2R8VHL9,Ciita
A0A2R8VHW1,Cyp2d9
A0A1L1SSB1,St3gal4
A0A1L1SVJ3,Cxcr6
A0A0B4J1H7,Igkv1-135
A0A1B0GSF9,Gm19935
A0A1B0GT70,Erlin2
A0A1Y7VM03,Tbc1d7
D3Z5W5,Mtfr1
Q3TEQ5,Hectd1
Q6W060,Olfr302
Q80Y48,Cyp20a1
A2A6D2,Nfe2l1
A2A7T1,Rere
A2AHC7,Ssxb14
A2BFA9,Mlx
A3KGI2,Rad51
B0QZN5,Vamp2
B1AX75,Casp8ap2
E0CXG4,Greb1
E9QQ68,Tbc1d12
F6TRI8,Fez1
H9LAN6,Dot1l
Q3UVP4,2310033P09Rik
Q5NCR5,Slc6a4
Q91ZA5,Tpr
V9GXU5,Tex9
A0A087WQM6,1700088E04Rik
A0A0A6YVS2,Tmco1
B9EIY9,Klhl32
E9Q1A6,Erich2
E9Q2X6,Smc4
E9Q3K3,Agap1
E9Q6I5,Cope
E9Q752,Inpp5d
G3UWK1,Katna1
G3UWM5,Arhgap21
G3UXX0,Adamts10
G3UYP9,Rbms3
G3UZ49,Pax8
G3V007,Lrrc71
Q3TZM4,Pax3
Q3TZN3,Zfp62
Q3UDG0,Aldh9a1
Q3UR33,Tmpo
E9PUI3,Trim46
E9PV07,Tle2
E9PXW1,Hdac7
E9PYI4,Mroh8
E9Q0P2,Abcg8
E9Q3D4,Hsd17b14
G3UZU4,Gtf2i
G3X8Y9,Pitx2
Q3TB11,Tpp2
Q3U0F1,Selplg
Q3U0N4,Taf1c
Q3U5I3,Ankrd17
Q3U6Y9,Cd36
Q3UG88,Tsc2
Q3UUX5,Myb
B2RWT4,4930579F01Rik
B2RWU7,Ifi207
B7ZP01,Stap1
E0CX57,Mas1
G5E8X1,Mettl26
Q3T9B9,Lime1
Q3TF15,Nek2
Q3TIB7,Tubgcp2
Q3TT45,Hmbox1
Q5XG66,Pramel25
Q6ZPL5,BC034090
Q6ZQ49,Atp1a2
Q8BMA8,Eef2
Q9D3C2,6330403K07Rik
A0A087WP80,Lsamp
A0A087WP83,Hdlbp
A0A087WQ40,Ndufv3
A0A087WQP8,Gm21698
A0A087WRJ1,Zfp1006
B5UB69,Igkv8-19
E9QMH1,Apobec3
O88687,Hsp70.3
Q3UYD0,Utp14a
Q7TT13,Mink1
Q8BP34,Cdkn1c
Q8BPZ5,Ssbp2
Q8BUA3,Nol4
Q8BUM2,Izumo1r
Q8C517,A430060F13Rik
X5J4E6,Ighv4-2
A0A087WQ64,Kansl3
A0A087WR68,Defb42
A0A0A6YWB9,Mme
A0A0B6VND3,Mc1r
A0A0B6VQV1,Mc1r
A9X3Y5,Ntrk3
D3YV74,Homez
D3YWY4,Grip1
D3YXN4,Hmox2
D3YY27,Susd3
D3YZ55,Fam53a
D3Z1I2,Git2
D3Z448,Cln3
D3Z6G7,Cd300c
Q3TBY9,Gpr35
Q3TBZ5,Ern1
Q3TSE3,Eya1
Q3U606,Dhx58
Q5R1G7,TRAV9D-2
Q6F6D6,bmal1b
Q6PAS7,Fbxw9
Q8BNA5,Cttn
Q8C5K0,Lamp2
Q921D5,Mcm4
A0A411ACY8,Cacna2d1
A0A286YCU5,Slc35b3
A0A286YD17,Gm49391
A0A286YDK0,3110040M04Rik
D3Z6Y8,Supt7l
A0A0N4SVU4,Suclg1
A0A0R4J173,Tmtc3
A0A140LIN9,Dnah3
A0A140LJJ4,Gde1
A0A1D5RLH1,Cpt1c
A0A1D5RML3,Dok4
A0A075B663,Iglv1
P70199,Etf1
Q8R4D4,Stat6
Q8R4I8,Fsip2
Q9QXK4,Cyp3a25
D6RES0,Usp33
F6XIT3,Adam22
F7B303,Armc9
F7CJN9,Trf
G8JL82,Ano1
Q05DI2,Inpp5k
Q8C672,Gm14123
A0A0A6YXD3,Ndufs2
A0A0A6YXT5,Sertad4
A2A4E2,Fam90a1a
B2RQD4,Lingo2
B2X2E0,Parp8
B7ZC59,Samd14
D6RFV2,Pttg1ip2
F6UIH6,Rhobtb1
F7AIZ1,Ccdc192
F7BQE4,Arhgef10
F7DF70,Phkb
J3QNK9,Ccdc141
A0A0A0MQI8,Gtdc1
A0A1B0GRS5,Msr1
A0A1B0GSR7,Krt10
A0A1B0GT55,Mob2
A2AHJ1,Tlr7
D3Z656,Synj1
